airport_id,city,state,airport_name,country
YHD,"Dryden, Canada",ON,YHD Airport,USA
SYI,"Shelbyville/Tullahoma, TN",TN,SYI Airport,USA
KLU,"Klagenfurt, Austria",,KLU Airport,USA
WSM,"Wiseman, AK",AK,WSM Airport,USA
SSF,"San Antonio, TX",TX,SSF Airport,USA
PUC,"Price, UT",UT,PUC Airport,USA
MTX,"Fairbanks, AK",AK,MTX Airport,USA
A6K,"Fairbanks1, AK",AK,A6K Airport,USA
GEK,"Ganes Creek, AK",AK,GEK Airport,USA
A63,"Yukon Charley Rivvers, AK",AK,A63 Airport,USA
TKA,"Talkeetna, AK",AK,TKA Airport,USA
BNE,"Brisbane, Australia",,BNE Airport,USA
FUN,"Funafuti, Tuvalu",,FUN Airport,USA
VCT,"Victoria, TX",TX,VCT Airport,USA
GUA,"Guatemala City, Guatemala",,GUA Airport,USA
HAV,"Havana, Cuba",,HAV Airport,USA
SLP,"San Luis Potosi, Mexico",,SLP Airport,USA
SZT,"San Cristobal, Mexico",,SZT Airport,USA
QMA,"Kennesaw, GA",GA,QMA Airport,USA
IKK,"Kankakee, IL",IL,IKK Airport,USA
JHF,"Sao Rogue, Brazil",,JHF Airport,USA
TAR,"Taranto, Italy",,TAR Airport,USA
ZNQ,"Ingolstadt, Germany",,ZNQ Airport,USA
MMX,"Malmo, Sweden",,MMX Airport,USA
SGD,"Sonderborg, Denmark",,SGD Airport,USA
RKE,"Copenhagen, Denmark",,RKE Airport,USA
ODE,"Odense, Denmark",,ODE Airport,USA
FMO,"Greven, Germany",,FMO Airport,USA
YQM,"Moncton, Canada",NB,YQM Airport,USA
MDO,"Middleton Island, AK",AK,MDO Airport,USA
RQI,"Nixon Fork Mine, AK",AK,RQI Airport,USA
LGG,"Liege, Belgium",,LGG Airport,USA
4NC,"Andrews, NC",NC,4NC Airport,USA
M91,"Springfield, TN",TN,M91 Airport,USA
MRB,"Martinsburg, WV",WV,MRB Airport,USA
TUP,"Tupelo, MS",MS,TUP Airport,USA
MO6,"Lees Summit, MO",MO,MO6 Airport,USA
AAF,"Apalachicola, FL",FL,AAF Airport,USA
ALE,"Alpine, TX",TX,ALE Airport,USA
LOT,"Chicago/Romeoville, IL",IL,LOT Airport,USA
UOX,"Oxford, MS",MS,UOX Airport,USA
BJX,"Leon/Guanajuato, Mexico",,BJX Airport,USA
A5K,"Paxson, AK",AK,A5K Airport,USA
GKN,"Gulkana, AK",AK,GKN Airport,USA
LIV,"Livengood, AK",AK,LIV Airport,USA
KEB,"Nanwalek, AK",AK,KEB Airport,USA
AHN,"Athens, GA",GA,AHN Airport,USA
HAO,"Hamilton, OH",OH,HAO Airport,USA
FCM,"Minneapolis, MN",MN,FCM Airport,USA
N8C,"Oak Island, NC",NC,N8C Airport,USA
EKO,"Elko, NV",NV,EKO Airport,USA
RLU,"Bornite/Ruby Creek, AK",AK,RLU Airport,USA
MYK,"May Creek, AK",AK,MYK Airport,USA
CYT,"Cape Yakataga, AK",AK,CYT Airport,USA
FWL,"Farewell, AK",AK,FWL Airport,USA
ZNC,"Nyac, AK",AK,ZNC Airport,USA
CDV,"Cordova, AK",AK,CDV Airport,USA
CKY,"Conakry, Guinea",,CKY Airport,USA
CMN,"Casablanca, Morocco",,CMN Airport,USA
CCF,"Carcassonne, France",,CCF Airport,USA
CKU,"Cordova, AK",AK,CKU Airport,USA
VZY,"Katmai Lodge, AK",AK,VZY Airport,USA
ANB,"Anniston, AL",AL,ANB Airport,USA
CUU,"Chihuahua, Mexico",,CUU Airport,USA
DRT,"Del Rio, TX",TX,DRT Airport,USA
HMO,"Hermosillo, Mexico",,HMO Airport,USA
MRC,"Columbia, TN",TN,MRC Airport,USA
OSC,"Oscoda, MI",MI,OSC Airport,USA
SLW,"Saltillo, Mexico",,SLW Airport,USA
DIA,"Doha, Qatar",,DIA Airport,USA
LGW,"London, United Kingdom",,LGW Airport,USA
LAD,"Luanda, Angola",,LAD Airport,USA
PT1,"Cascais, Portugal",,PT1 Airport,USA
CLO,"Cali, Colombia",,CLO Airport,USA
STI,"Santiago, Dominican Republic",,STI Airport,USA
GVL,"Gainesville, GA",GA,GVL Airport,USA
GVT,"Greenville, TX",TX,GVT Airport,USA
EFD,"Houston, TX",TX,EFD Airport,USA
AGU,"Aguascalientes, Mexico",,AGU Airport,USA
MTY,"Monterrey, Mexico",,MTY Airport,USA
ZIH,"Ixtapa/Zihuatanejo, Mexico",,ZIH Airport,USA
PBC,"Puebla, Mexico",,PBC Airport,USA
1TX,"Dumas, TX",TX,1TX Airport,USA
CPS,"St. Louis, MO",MO,CPS Airport,USA
MSL,"Muscle Shoals, AL",AL,MSL Airport,USA
MWA,"Marion/Herrin, IL",IL,MWA Airport,USA
PKB,"Parkersburg, WV",WV,PKB Airport,USA
SOW,"Show Low, AZ",AZ,SOW Airport,USA
TBN,"Fort Leonard Wood, MO",MO,TBN Airport,USA
OWB,"Owensboro, KY",KY,OWB Airport,USA
FST,"Ft. Stockton, TX",TX,FST Airport,USA
LGU,"Logan, UT",UT,LGU Airport,USA
BXK,"Buckeye, AZ",AZ,BXK Airport,USA
A27,"Pogo Mines, AK",AK,A27 Airport,USA
MAY,"Mangrove Cay, The Bahamas",,MAY Airport,USA
ANR,"Antwerp, Belgium",,ANR Airport,USA
EAU,"Eau Claire, WI",WI,EAU Airport,USA
CNE,"Canon City, CO",CO,CNE Airport,USA
SBZ,"Sibiu, Romania",,SBZ Airport,USA
BBU,"Bucharest, Romania",,BBU Airport,USA
GUF,"Gulf Shores, AL",AL,GUF Airport,USA
ADJ,"Amman, Jordan",,ADJ Airport,USA
NYL,"Yuma, AZ",AZ,NYL Airport,USA
WYS,"West Yellowstone, MT",MT,WYS Airport,USA
TOS,"Tromso, Norway",,TOS Airport,USA
ACH,"Altenrhein, Switzerland",,ACH Airport,USA
OSH,"Oshkosh, WI",WI,OSH Airport,USA
BEL,"Belem, Brazil",,BEL Airport,USA
SIR,"Sion, Switzerland",,SIR Airport,USA
OXF,"Oxford, United Kingdom",,OXF Airport,USA
LRT,"Lorient, France",,LRT Airport,USA
CWL,"Cardiff, United Kingdom",,CWL Airport,USA
CRL,"Charleroi, Belgium",,CRL Airport,USA
BRQ,"Brno, Czech Republic",,BRQ Airport,USA
CH2,"St Stephan, Switzerland",,CH2 Airport,USA
ROB,"Monrovia, Liberia",,ROB Airport,USA
ISO,"Kinston, NC",NC,ISO Airport,USA
TUF,"Tours, France",,TUF Airport,USA
YZV,"Sept-Iles, Canada",QC,YZV Airport,USA
OWK,"Norridgewock, ME",ME,OWK Airport,USA
CWA,"Mosinee, WI",WI,CWA Airport,USA
ONP,"Newport, OR",OR,ONP Airport,USA
LNN,"Willoughby, OH",OH,LNN Airport,USA
AIK,"Aiken, SC",SC,AIK Airport,USA
MQJ,"Indianapolis, IN",IN,MQJ Airport,USA
BKG,"Branson, MO",MO,BKG Airport,USA
BKW,"Beckley, WV",WV,BKW Airport,USA
FHB,"Fernandina Beach, FL",FL,FHB Airport,USA
AND,"Anderson, SC",SC,AND Airport,USA
AUZ,"Aurora, IL",IL,AUZ Airport,USA
BKX,"Brookings, SD",SD,BKX Airport,USA
BWG,"Bowling Green, KY",KY,BWG Airport,USA
GDC,"Greenville, SC",SC,GDC Airport,USA
MZJ,"Marana, AZ",AZ,MZJ Airport,USA
VEL,"Vernal, UT",UT,VEL Airport,USA
ELD,"El Dorado, AR",AR,ELD Airport,USA
EDE,"Edenton, NC",NC,EDE Airport,USA
PWA,"Oklahoma City, OK",OK,PWA Airport,USA
SFH,"San Felipe, Mexico",,SFH Airport,USA
FL8,"Deland, FL",FL,FL8 Airport,USA
UTO,"Utopia, AK",AK,UTO Airport,USA
MXY,"McCarthy, AK",AK,MXY Airport,USA
TVF,"Thief River Falls, MN",MN,TVF Airport,USA
DQL,"Anchorage, AK",AK,DQL Airport,USA
DUJ,"DuBois, PA",PA,DUJ Airport,USA
VRN,"Verona, Italy",,VRN Airport,USA
RLG,"Rostock-Laage, Germany",,RLG Airport,USA
MEX,"Mexico City, Mexico",,MEX Airport,USA
ALO,"Waterloo, IA",IA,ALO Airport,USA
A72,"Chinitna Bay, AK",AK,A72 Airport,USA
BAM,"Battle Mountain, NV",NV,BAM Airport,USA
FYV,"Fayetteville, AR",AR,FYV Airport,USA
HKY,"Hickory, NC",NC,HKY Airport,USA
FLO,"Florence, SC",SC,FLO Airport,USA
OAJ,"Jacksonville/Camp Lejeune, NC",NC,OAJ Airport,USA
EWN,"New Bern/Morehead/Beaufort, NC",NC,EWN Airport,USA
HTS,"Ashland, WV",WV,HTS Airport,USA
VLD,"Valdosta, GA",GA,VLD Airport,USA
DCU,"Decatur, AL",AL,DCU Airport,USA
DTO,"Denton, TX",TX,DTO Airport,USA
LTO,"Loreto, Mexico",,LTO Airport,USA
YXY,"Whitehorse, Canada",YT,YXY Airport,USA
VPS,"Valparaiso, FL",FL,VPS Airport,USA
TRC,"Torreon, Mexico",,TRC Airport,USA
DRF,"Drift River, AK",AK,DRF Airport,USA
VER,"Veracruz, Mexico",,VER Airport,USA
ZCL,"Zacatecas, Mexico",,ZCL Airport,USA
JBR,"Jonesboro, AR",AR,JBR Airport,USA
SAP,"San Pedro Sula, Honduras",,SAP Airport,USA
TAM,"Tampico, Mexico",,TAM Airport,USA
ACA,"Acapulco, Mexico",,ACA Airport,USA
MLM,"Morelia, Mexico",,MLM Airport,USA
CDR,"Chadron, NE",NE,CDR Airport,USA
GTR,"Columbus, MS",MS,GTR Airport,USA
MID,"Merida, Mexico",,MID Airport,USA
CYB,"Cayman Brac, Cayman Islands",,CYB Airport,USA
TNT,"Miami, FL",FL,TNT Airport,USA
DGO,"Durango, Mexico",,DGO Airport,USA
CZM,"Cozumel, Mexico",,CZM Airport,USA
HUX,"Santa Cruz/Huatulco, Mexico",,HUX Airport,USA
HRO,"Harrison, AR",AR,HRO Airport,USA
LGC,"LaGrange, GA",GA,LGC Airport,USA
PSK,"Dublin, VA",VA,PSK Airport,USA
POS,"Port of Spain, Trinidad and Tobago",,POS Airport,USA
KSA,"Kosrae, Federated States of Micronesia",,KSA Airport,USA
PTY,"Panama City, Panama",,PTY Airport,USA
YQR,"Regina, Canada",SK,YQR Airport,USA
KIN,"Kingston, Jamaica",,KIN Airport,USA
MGA,"Managua, Nicaragua",,MGA Airport,USA
KWA,"Kwajalein, Marshall Islands",,KWA Airport,USA
SAL,"San Salvador, El Salvador",,SAL Airport,USA
CAP,"Cap-Haitien, Haiti",,CAP Airport,USA
JZM,"Hog River, AK",AK,JZM Airport,USA
SVW,"Sparrevohn, AK",AK,SVW Airport,USA
BLV,"Belleville, IL",IL,BLV Airport,USA
POB,"Fayetteville, NC",NC,POB Airport,USA
NHK,"Patuxent River, MD",MD,NHK Airport,USA
TIK,"Oklahoma City, OK",OK,TIK Airport,USA
TCM,"Tacoma, WA",WA,TCM Airport,USA
N1C,"Cherry Point, NC",NC,N1C Airport,USA
SUU,"Fairfield, CA",CA,SUU Airport,USA
VZL,"Los Alamitos, CA",CA,VZL Airport,USA
PAM,"Panama City, FL",FL,PAM Airport,USA
HOP,"Hopkinsville, KY",KY,HOP Airport,USA
DQK,"Fort Drum, NY",NY,DQK Airport,USA
NZY,"San Diego, CA",CA,NZY Airport,USA
RCA,"Rapid City, SD",SD,RCA Airport,USA
PEI,"Pereira, Colombia",,PEI Airport,USA
YZF,"Yellowknife, Canada",NT,YZF Airport,USA
HOG,"Holguin, Cuba",,HOG Airport,USA
YXE,"Saskatoon, Canada",SK,YXE Airport,USA
XPL,"Comayagua, Honduras",,XPL Airport,USA
TLS,"Toulouse, France",,TLS Airport,USA
SKF,"San Antonio, TX",TX,SKF Airport,USA
BYH,"Blytheville, AR",AR,BYH Airport,USA
SNU,"Santa Clara, Cuba",,SNU Airport,USA
NBW,"Guantanamo, Cuba",,NBW Airport,USA
INS,"Indian Springs, NV",NV,INS Airport,USA
MCF,"Tampa, FL",FL,MCF Airport,USA
OFF,"Omaha, NE",NE,OFF Airport,USA
LFI,"Newport News/Hampton, VA",VA,LFI Airport,USA
NQX,"Key West, FL",FL,NQX Airport,USA
TQO,"Tulum, Mexico",,TQO Airport,USA
AXM,"Armenia, Colombia",,AXM Airport,USA
BAQ,"Barranquilla, Colombia",,BAQ Airport,USA
SCU,"Santiago, Cuba",,SCU Airport,USA
BON,"Bonaire, Bonaire, Sint Eustatius, and Saba",,BON Airport,USA
CMW,"Camaguey, Cuba",,CMW Airport,USA
JVL,"Beloit/Janesville, WI",WI,JVL Airport,USA
VRA,"Varadero, Cuba",,VRA Airport,USA
MTO,"Mattoon/Charleston, IL",IL,MTO Airport,USA
VOK,"Camp Douglas, WI",WI,VOK Airport,USA
WRI,"Fort Dix, NJ",NJ,WRI Airport,USA
MIE,"Muncie/Anderson/Newcastle, IN",IN,MIE Airport,USA
BGA,"Bucaramanga, Colombia",,BGA Airport,USA
NGU,"Norfolk, VA",VA,NGU Airport,USA
MGE,"Marietta, GA",GA,MGE Airport,USA
DLF,"Del Rio, TX",TX,DLF Airport,USA
OAX,"Oaxaca, Mexico",,OAX Airport,USA
FDF,"Fort de France, Martinique",,FDF Airport,USA
CNW,"Waco, TX",TX,CNW Airport,USA
PNI,"Pohnpei, Federated States of Micronesia",,PNI Airport,USA
SSC,"Sumter, SC",SC,SSC Airport,USA
NJK,"El Centro, CA",CA,NJK Airport,USA
NKX,"San Diego, CA",CA,NKX Airport,USA
ROR,"Koror, Palau",,ROR Airport,USA
CDG,"Paris, France",,CDG Airport,USA
MVN,"Mount Vernon, IL",IL,MVN Airport,USA
UPN,"Uruapan, Mexico",,UPN Airport,USA
CUL,"Culiacan, Mexico",,CUL Airport,USA
FOR,"Fortaleza, Brazil",,FOR Airport,USA
PMW,"Palmas, Brazil",,PMW Airport,USA
CKV,"Clarksville, TN",TN,CKV Airport,USA
YBG,"Saguenay, Canada",QC,YBG Airport,USA
MEC,"Manta, Ecuador",,MEC Airport,USA
SKA,"Spokane, WA",WA,SKA Airport,USA
MIB,"Minot, ND",ND,MIB Airport,USA
EDF,"Anchorage, AK",AK,EDF Airport,USA
TCS,"Truth Or Consequences, NM",NM,TCS Airport,USA
FDY,"Findlay, OH",OH,FDY Airport,USA
YJT,"Stephenville, Canada",NL,YJT Airport,USA
A20,"Alpine, AK",AK,A20 Airport,USA
ANX,"Andeness, Norway",,ANX Airport,USA
UUK,"Kuparuk, AK",AK,UUK Airport,USA
YOC,"Old Crow, Canada",YT,YOC Airport,USA
JNB,"Johannesburg, South Africa",,JNB Airport,USA
1FL,"Titusville, FL",FL,1FL Airport,USA
VQQ,"Jacksonville, FL",FL,VQQ Airport,USA
NPA,"Pensacola, FL",FL,NPA Airport,USA
TIA,"Tirana, Albania",,TIA Airport,USA
DEL,"Delhi, India",,DEL Airport,USA
HOW,"Balboa, Panama",,HOW Airport,USA
GGH,"Cianorte, Brazil",,GGH Airport,USA
TKK,"Chuuk, Federated States of Micronesia",,TKK Airport,USA
OSN,"Osan, South Korea",,OSN Airport,USA
VCP,"Sao Paulo, Brazil",,VCP Airport,USA
CPT,"Cape Town, South Africa",,CPT Airport,USA
YQU,"Grande Prairie, Canada",AB,YQU Airport,USA
ARA,"New Iberia, LA",LA,ARA Airport,USA
MVD,"Montevideo, Uruguay",,MVD Airport,USA
NV5,"Gerlach, NV",NV,NV5 Airport,USA
RMS,"Ramstein, Germany",,RMS Airport,USA
IYK,"Inyokern, CA",CA,IYK Airport,USA
BES,"Brest, France",,BES Airport,USA
GSB,"Goldsboro, NC",NC,GSB Airport,USA
ORY,"Paris, France",,ORY Airport,USA
TPE,"Taipei, Taiwan",,TPE Airport,USA
BRL,"Burlington, IA",IA,BRL Airport,USA
DOL,"Deauville, France",,DOL Airport,USA
ACC,"Accra, Ghana",,ACC Airport,USA
OKO,"Tokyo, Japan",,OKO Airport,USA
YXT,"Terrace, Canada",BC,YXT Airport,USA
UKI,"Ukiah, CA",CA,UKI Airport,USA
KUH,"Kushiro, Japan",,KUH Airport,USA
POM,"Port Moresby, Papua New Guinea",,POM Airport,USA
GGW,"Glasgow, MT",MT,GGW Airport,USA
OLF,"Wolf Point, MT",MT,OLF Airport,USA
ILN,"Wilmington, OH",OH,ILN Airport,USA
MXF,"Montgomery, AL",AL,MXF Airport,USA
AMM,"Amman, Jordan",,AMM Airport,USA
AIA,"Alliance, NE",NE,AIA Airport,USA
CEZ,"Cortez, CO",CO,CEZ Airport,USA
HVR,"Havre, MT",MT,HVR Airport,USA
BOM,"Mumbai, India",,BOM Airport,USA
ALS,"Alamosa, CO",CO,ALS Airport,USA
GDV,"Glendive, MT",MT,GDV Airport,USA
DOH,"Doha, Qatar",,DOH Airport,USA
DOV,"Dover, DE",DE,DOV Airport,USA
EIL,"Fairbanks, AK",AK,EIL Airport,USA
CNS,"Cairns, Australia",,CNS Airport,USA
GKE,"Geilenkirchen, Germany",,GKE Airport,USA
SJK,"Sao Jose Dos Campos, Brazil",,SJK Airport,USA
ISR,"Istres, France",,ISR Airport,USA
NOU,"Noumea, New Caledonia",,NOU Airport,USA
UXK,"Petaluma, CA",CA,UXK Airport,USA
UAM,"Guam, TT",TT,UAM Airport,USA
UTP,"Utapao, Thailand",,UTP Airport,USA
CAN,"Guangzhou, China",,CAN Airport,USA
BFK,"Aurora, CO",CO,BFK Airport,USA
PER,"Perth, Australia",,PER Airport,USA
HHN,"Hahn, Germany",,HHN Airport,USA
MSS,"Massena, NY",NY,MSS Airport,USA
HRB,"Harbin, China",,HRB Airport,USA
BLR,"Bangalore, India",,BLR Airport,USA
YSJ,"Saint John, Canada",NB,YSJ Airport,USA
IWD,"Ironwood, MI",MI,IWD Airport,USA
CCS,"Caracas, Venezuela",,CCS Airport,USA
CVN,"Clovis, NM",NM,CVN Airport,USA
NTD,"Port Hueneme, CA",CA,NTD Airport,USA
RAR,"Avarua, Cook Islands",,RAR Airport,USA
SZX,"Shenzhen, China",,SZX Airport,USA
CVS,"Clovis, NM",NM,CVS Airport,USA
DNA,"Okinawa, Japan",,DNA Airport,USA
HIF,"Ogden, UT",UT,HIF Airport,USA
HIK,"Honolulu, HI",HI,HIK Airport,USA
IWK,"Iwakuni, Japan",,IWK Airport,USA
MSJ,"Misawa, Japan",,MSJ Airport,USA
NIP,"Jacksonville, FL",FL,NIP Airport,USA
NSY,"Sigonella, Italy",,NSY Airport,USA
OST,"Ostend, Belgium",,OST Airport,USA
SPM,"Spangdahlem, Germany",,SPM Airport,USA
MAZ,"Mayaguez, PR",PR,MAZ Airport,USA
CHC,"Christchurch, New Zealand",,CHC Airport,USA
BKK,"Bangkok, Thailand",,BKK Airport,USA
GUS,"Peru, IN",IN,GUS Airport,USA
CTU,"Chengdu, China",,CTU Airport,USA
LEJ,"Leipzig, Germany",,LEJ Airport,USA
YAP,"Yap, Federated States of Micronesia",,YAP Airport,USA
ORB,"Orebro, Sweden",,ORB Airport,USA
CGO,"Zhengzhou, China",,CGO Airport,USA
PEN,"Bayan Lepas, Malaysia",,PEN Airport,USA
AVB,"Aviano, Italy",,AVB Airport,USA
DMA,"Tucson, AZ",AZ,DMA Airport,USA
EDW,"Edwards, CA",CA,EDW Airport,USA
NUW,"Whidbey Island, WA",WA,NUW Airport,USA
ROZ,"Rota, Spain",,ROZ Airport,USA
RQK,"China Lake, CA",CA,RQK Airport,USA
ATY,"Watertown, SD",SD,ATY Airport,USA
RBN,"Fort Jefferson, FL",FL,RBN Airport,USA
BFS,"Belfast, United Kingdom",,BFS Airport,USA
VIT,"Vitoria, Spain",,VIT Airport,USA
CKG,"Chongqing, China",,CKG Airport,USA
FOC,"Fuzhou, China",,FOC Airport,USA
IAB,"Wichita, KS",KS,IAB Airport,USA
REC,"Recife, Brazil",,REC Airport,USA
ADD,"Addis Ababa, Ethiopia",,ADD Airport,USA
XMN,"Xiamen, China",,XMN Airport,USA
PUS,"Busan, South Korea",,PUS Airport,USA
LFW,"Lome, Togo",,LFW Airport,USA
VAD,"Valdosta, GA",GA,VAD Airport,USA
TAB,"Tobago, Trinidad and Tobago",,TAB Airport,USA
TFU,"Chengdu, China",,TFU Airport,USA
SSB,"Christiansted, VI",VI,SSB Airport,USA
SPB,"Charlotte Amalie, VI",VI,SPB Airport,USA
NCL,"Newcastle, United Kingdom",,NCL Airport,USA
FUK,"Fukuoka, Japan",,FUK Airport,USA
AVV,"Avalon, Australia",,AVV Airport,USA
WUH,"Wuhan, China",,WUH Airport,USA
TAS,"Tashkent, Uzbekistan",,TAS Airport,USA
NBO,"Nairobi, Kenya",,NBO Airport,USA
SHE,"Shenyang, China",,SHE Airport,USA
TNA,"Jinan, China",,TNA Airport,USA
EHU,"Ezhou, China",,EHU Airport,USA
HGH,"Hangzhou, China",,HGH Airport,USA
NKG,"Nanjing, China",,NKG Airport,USA
CSX,"Changsha, China",,CSX Airport,USA
HFE,"Hefei, China",,HFE Airport,USA
HLI,"Hollister, CA",CA,HLI Airport,USA
LUG,"Lugano, Switzerland",,LUG Airport,USA
A70,"Village Islands, AK",AK,A70 Airport,USA
CSN,"Carson City, NV",NV,CSN Airport,USA
GTU,"Georgetown, TX",TX,GTU Airport,USA
ISW,"Wisconsin Rapids, WI",WI,ISW Airport,USA
YFC,"Fredericton, Canada",NB,YFC Airport,USA
YPD,"Parry Sound, Canada",ON,YPD Airport,USA
AZ8,"Green Valley, AZ",AZ,AZ8 Airport,USA
LGI,"Deadman's Cay, The Bahamas",,LGI Airport,USA
KSD,"Karlstad, Sweden",,KSD Airport,USA
BRE,"Bremen, Germany",,BRE Airport,USA
LJU,"Ljubljana, Slovenia",,LJU Airport,USA
ISL,"Istanbul, Turkey",,ISL Airport,USA
VBS,"Brescia, Italy",,VBS Airport,USA
ALN,"Alton, IL",IL,ALN Airport,USA
NTE,"Nantes, France",,NTE Airport,USA
BOD,"Bordeaux, France",,BOD Airport,USA
FNI,"Nimes, France",,FNI Airport,USA
ASU,"Asuncion, Paraguay",,ASU Airport,USA
EKI,"Elkhart, IN",IN,EKI Airport,USA
DYU,"Dushanbe, Tajikistan",,DYU Airport,USA
NOC,"Connaught, Ireland",,NOC Airport,USA
FIH,"Kinshasa, Congo (Kinshasa)",,FIH Airport,USA
CFU,"Corfu, Greece",,CFU Airport,USA
FEZ,"Fez, Morocco",,FEZ Airport,USA
USH,"Ushuaia, Argentina",,USH Airport,USA
HLA,"Lanseria, South Africa",,HLA Airport,USA
DND,"Dundee, United Kingdom",,DND Airport,USA
SAW,"Istanbul, Turkey",,SAW Airport,USA
CJJ,"Cheongju, South Korea",,CJJ Airport,USA
TTU,"Tetuan, Morocco",,TTU Airport,USA
SEN,"Southend-On-Sea, United Kingdom",,SEN Airport,USA
SKG,"Thessaloniki, Greece",,SKG Airport,USA
COO,"Cotonou, Benin",,COO Airport,USA
BYK,"Bouake, Cote d'Ivoire",,BYK Airport,USA
SSH,"Sharm El Sheikh, Egypt",,SSH Airport,USA
GRS,"Grosseto, Italy",,GRS Airport,USA
ABJ,"Abidjan, Cote d'Ivoire",,ABJ Airport,USA
XIY,"Xi'an, China",,XIY Airport,USA
OSD,"Ostersund, Sweden",,OSD Airport,USA
AEP,"Buenos Aires, Argentina",,AEP Airport,USA
BOB,"Bora Bora, French Polynesia",,BOB Airport,USA
DMK,"Bangkok, Thailand",,DMK Airport,USA
CEG,"Chester, United Kingdom",,CEG Airport,USA
KMS,"Kumasi, Ghana",,KMS Airport,USA
WRO,"Wroclaw, Poland",,WRO Airport,USA
MED,"Medina, Saudi Arabia",,MED Airport,USA
BIQ,"Biarritz, France",,BIQ Airport,USA
AMD,"Ahmedabad, India",,AMD Airport,USA
PMF,"Parma, Italy",,PMF Airport,USA
CUZ,"Cusco, Peru",,CUZ Airport,USA
LBV,"Libreville, Gabon",,LBV Airport,USA
CIY,"Comiso, Italy",,CIY Airport,USA
SCN,"Saarbrucken, Germany",,SCN Airport,USA
GVE,"Gordonville, VA",VA,GVE Airport,USA
ALC,"Alicante, Spain",,ALC Airport,USA
CEQ,"Cannes, France",,CEQ Airport,USA
IQQ,"Iquique, Chile",,IQQ Airport,USA
NH4,"Moultonboro, NH",NH,NH4 Airport,USA
GGE,"Georgetown, SC",SC,GGE Airport,USA
AYS,"Waycross, GA",GA,AYS Airport,USA
GPZ,"Grand Rapids, MN",MN,GPZ Airport,USA
B21,"Carrabassett, ME",ME,B21 Airport,USA
MA6,"Hopedale, MA",MA,MA6 Airport,USA
PA2,"Bedford, PA",PA,PA2 Airport,USA
5FL,"Apalachicola, FL",FL,5FL Airport,USA
SPW,"Spencer, IA",IA,SPW Airport,USA
TN9,"Sevierville, TN",TN,TN9 Airport,USA
XXO,"Hurricane, UT",UT,XXO Airport,USA
HUL,"Houlton, ME",ME,HUL Airport,USA
BOK,"Brookings, OR",OR,BOK Airport,USA
BYJ,"Beja, Portugal",,BYJ Airport,USA
XXX,"Mena, AR",AR,XXX Airport,USA
MPL,"Montpellier, France",,MPL Airport,USA
DE5,"Baden-Wurttemberg, Germany",,DE5 Airport,USA
FQI,"Scott, KY",KY,FQI Airport,USA
RBW,"Walterboro, SC",SC,RBW Airport,USA
THA,"Tullahoma, TN",TN,THA Airport,USA
GRX,"Granada, Spain",,GRX Airport,USA
AGA,"Agadir, Morocco",,AGA Airport,USA
WTT,"Whittier, AK",AK,WTT Airport,USA
KJK,"Kortrijk, Belgium",,KJK Airport,USA
LYN,"Lyon, France",,LYN Airport,USA
CND,"Constanta, Romania",,CND Airport,USA
YQT,"Thunder Bay, Canada",ON,YQT Airport,USA
HOR,"Horta, Portugal",,HOR Airport,USA
DLM,"Dalaman, Turkey",,DLM Airport,USA
MCP,"Macapa, Brazil",,MCP Airport,USA
VAR,"Varna, Bulgaria",,VAR Airport,USA
PIO,"Pisco, Peru",,PIO Airport,USA
ORE,"Orleans, France",,ORE Airport,USA
FUE,"Fuerteventura, Spain",,FUE Airport,USA
SDL,"Sundsvall, Sweden",,SDL Airport,USA
RJK,"Rijeka, Croatia",,RJK Airport,USA
LRF,"Jacksonville, AR",AR,LRF Airport,USA
FFO,"Dayton, OH",OH,FFO Airport,USA
GYN,"Goiania, Brazil",,GYN Airport,USA
OOL,"Gold Coast, Australia",,OOL Airport,USA
PXO,"Porto Santo, Portugal",,PXO Airport,USA
XJD,"Doha, Qatar",,XJD Airport,USA
CBR,"Canberra, Australia",,CBR Airport,USA
SZL,"Knob Noster, MO",MO,SZL Airport,USA
MCT,"Muscat, Oman",,MCT Airport,USA
NKC,"Nouakchott, Mauritania",,NKC Airport,USA
CIX,"Chiclayo, Peru",,CIX Airport,USA
KHH,"Kaohsiung, Taiwan",,KHH Airport,USA
GBE,"Gaborone, Botswana",,GBE Airport,USA
ATQ,"Amritsar, India",,ATQ Airport,USA
AAL,"Aalborg, Denmark",,AAL Airport,USA
HAK,"Haikou, China",,HAK Airport,USA
ROS,"Rosario, Argentina",,ROS Airport,USA
AGT,"Ciudad del Este, Paraguay",,AGT Airport,USA
ANF,"Antofagasta, Chile",,ANF Airport,USA
CAY,"Cayenne, French Guiana",,CAY Airport,USA
CFB,"Cabo Frio, Brazil",,CFB Airport,USA
CWB,"Curitiba, Brazil",,CWB Airport,USA
VIX,"Vitoria, Brazil",,VIX Airport,USA
QPG,"Singapore, Singapore",,QPG Airport,USA
CCP,"Concepcion, Chile",,CCP Airport,USA
ADB,"Izmir, Turkey",,ADB Airport,USA
JAI,"Jaipur, India",,JAI Airport,USA
KKJ,"Kitakyushu, Japan",,KKJ Airport,USA
CJU,"Jeju, South Korea",,CJU Airport,USA
KOJ,"Kagoshima, Japan",,KOJ Airport,USA
SYA,"Shemya, AK",AK,SYA Airport,USA
KCH,"Kuching, Malaysia",,KCH Airport,USA
